"","candidate_id","candidate.x","party","state.x","district.x","incumbent_challenge","state.y","district.y","region","hold_flip","candidate.y","lose_per","win_per","delta"
"179","H8KY03211","GLISSON, VICKIE YATES BROWN","REP","KY",3,"C","KY",3,"south","Dem Hold","Glisson",36.6,62.1,"25.5"
"180","H8KY04169","HALL, SETH BLANE 1962","DEM","KY",4,"C","KY",4,"south","GOP Hold","Hall",34.6,62.2,"27.6"
"181","H8KY06164","MCGRATH, AMY","DEM","KY",6,"C","KY",6,"south","GOP Hold","McGrath",47.8,51,"3.2"
"182","H8LA01122","SAVOIE, TAMMY MARIE DR","DEM","LA",1,"C","LA",1,"south","GOP Hold","Savoie",16.4,71.5,"55.1"
"183","H8LA03094","METHVIN, MIMI","DEM","LA",3,"C","LA",3,"south","GOP Hold","Methvin",17.8,55.7,"37.9"
"184","H8LA04282","TRUNDLE, RYAN","DEM","LA",4,"C","LA",4,"south","GOP Hold","Trundle",33.6,64.2,"30.6"
"185","H8LA05099","FLEENOR, JESSEE CARLTON","DEM","LA",5,"C","LA",5,"south","GOP Hold","Fleenor",30,66.5,"36.5"
"186","H8LA06154","DEWITT, JUSTIN","DEM","LA",6,"C","LA",6,"south","GOP Hold","Dewitt",20.5,69.5,"49"
"187","H8MA02116","LOVVORN, TRACY LYN","REP","MA",2,"C","MA",2,"northeast","Dem Hold","Lovvorn",32.8,67.2,"34.4"
"188","H8MA03114","GREEN, RICK","REP","MA",3,"O","MA",3,"northeast","Dem Hold","Green",33.5,62,"28.5"
"189","H8MA06133","SCHNEIDER, JOSEPH","REP","MA",6,"C","MA",6,"northeast","Dem Hold","Schneider",31.4,65.2,"33.8"
"190","H8MA09046","TEDESCHI, PETER D. MR.","REP","MA",9,"C","MA",9,"northeast","Dem Hold","Tedeschi",40.5,59.5,"19"
"191","H8MD01193","COLVIN, JESSE","DEM","MD",1,"C","MD",1,"south","GOP Hold","Colvin",38.1,60,"21.9"
"192","H8MD02118","MATORY, LIZ","REP","MD",2,"C","MD",2,"south","Dem Hold","Matory",30.7,66.1,"35.4"
"193","H8MD07083","DAVIS, RICHMOND","REP","MD",7,"C","MD",7,"south","Dem Hold","Davis",21.3,76.5,"55.2"
"194","H8MI01149","MORGAN, MATTHEW WADE","DEM","MI",1,"C","MI",1,"midwest","GOP Hold","Morgan",43.7,56.3,"12.6"
"195","H8MI02113","DAVIDSON, ROBERT MICHAEL DR","DEM","MI",2,"C","MI",2,"midwest","GOP Hold","Davidson",43,55.3,"12.3"
"196","H8MI03079","ALBRO, CATHERINE","DEM","MI",3,"C","MI",3,"midwest","GOP Hold","Albro",43.2,54.4,"11.2"
"197","H8MI06155","LONGJOHN, MATT","DEM","MI",6,"C","MI",6,"midwest","GOP Hold","Longjohn",45.7,50.2,"4.5"
"198","H8MI09092","STEARNS, CANDIUS MRS.","REP","MI",9,"O","MI",9,"midwest","Dem Hold","Stearns",36.8,59.7,"22.9"
"199","H8MI10108","BIZON, KIMBERLY ANN","DEM","MI",10,"C","MI",10,"midwest","GOP Hold","Bizon",35,60.3,"25.3"
"200","H8MI11320","EPSTEIN, LENA ROSE","REP","MI",11,"O","MI",11,"midwest","Dem Pickup","Epstein",45.2,51.8,"6.6"
"201","H8MN03077","PAULSEN, ERIK MR.","REP","MN",3,"I","MN",3,"midwest","Dem Pickup","Paulsen",44.3,55.7,"11.4"
"202","H8MN05213","ZIELINSKI, JENNIFER L","REP","MN",5,"O","MN",5,"midwest","Dem Hold","Zielinski",21.8,78.2,"56.4"
"203","H8MO01184","VROMAN, ROBERT","REP","MO",1,"C","MO",1,"midwest","Dem Hold","Vroman",16.7,80.1,"63.4"
"204","H8MO02208","VANOSTRAN, CORT","DEM","MO",2,"C","MO",2,"midwest","GOP Hold","VanOstran",47.2,51.2,"4"
"205","H8MO03198","GEPPERT, KATY","DEM","MO",3,"C","MO",3,"midwest","GOP Hold","Geppert",32.8,65.1,"32.3"
"206","H8MO04071","HOAGENSON, SUZANNE RENEE","DEM","MO",4,"C","MO",4,"midwest","GOP Hold","Hoagenson",32.7,64.8,"32.1"
"207","H8MO06092","MARTIN, HENRY ROBERT","DEM","MO",6,"C","MO",6,"midwest","GOP Hold","Martin",32,65.4,"33.4"
"208","H8MO07223","SCHOOLCRAFT, JAMIE DANIEL","DEM","MO",7,"C","MO",7,"midwest","GOP Hold","Schoolcraft",30.1,66.2,"36.1"
"209","H8MO08098","ELLIS, KATHRYN GAIL","DEM","MO",8,"C","MO",8,"midwest","GOP Hold","Ellis",25,73.4,"48.4"
"210","H8MS01145","WADKINS, RANDY MACK DR.","DEM","MS",1,"C","MS",1,"south","GOP Hold","Wadkins",32.3,67,"34.7"
"211","H8MS04438","ANDERSON, JERAMEY DEWAYNE","DEM","MS",4,"C","MS",4,"south","GOP Hold","Anderson",29.3,69.6,"40.3"
"212","H8MT01232","WILLIAMS, KATHLEEN","DEM","MT",0,"C","MT",1,"west","GOP Hold","Williams",46.2,50.9,"4.7"
"213","H8NC01104","ALLISON, ROGER","REP","NC",1,"C","NC",1,"south","Dem Hold","Allison",30.2,69.8,"39.6"
"214","H8NC02110","COLEMAN, LINDA","DEM","NC",2,"C","NC",2,"south","GOP Hold","Coleman",45.7,51.4,"5.7"
"215","H8NC05063","ADAMS, DENISE DARCEL","DEM","NC",5,"C","NC",5,"south","GOP Hold","Adams",42.8,57.2,"14.4"
"216","H8NC06079","WATTS, RYAN","DEM","NC",6,"C","NC",6,"south","GOP Hold","Watts",43.4,56.6,"13.2"
"217","H8NC07101","HORTON, LAUREN","DEM","NC",7,"C","NC",7,"south","GOP Hold","Horton",42.7,55.6,"12.9"
"218","H8NC08083","MCNEILL, FRANK","DEM","NC",8,"C","NC",8,"south","GOP Hold","McNeill",44.6,55.4,"10.8"
"219","H8NC10097","BROWN, DAVID WILSON","DEM","NC",10,NA,"NC",10,"south","GOP Hold","Brown",40.7,59.3,"18.6"
"220","H8NC11103","PRICE, PHILLIP","DEM","NC",11,"C","NC",11,"south","GOP Hold","Price",38.7,59.2,"20.5"
"221","H8NC13067","MANNING, KATHY","DEM","NC",13,"C","NC",13,"south","GOP Hold","Manning",45.5,51.6,"6.1"
"222","H8ND00112","SCHNEIDER, MAC SCHNEIDER","DEM","ND",0,"O","ND",1,"midwest","GOP Hold","Schneider",35.6,60.3,"24.7"
"223","H8NE01081","MCCLURE, JESSICA","DEM","NE",1,"C","NE",1,"midwest","GOP Hold","McClure",39.6,60.4,"20.8"
"224","H8NE02220","EASTMAN, KARA","DEM","NE",2,"C","NE",2,"midwest","GOP Hold","Eastman",49,51,"2"
"225","H8NE03095","THEOBALD, PAUL GILBERT","DEM","NE",3,"C","NE",3,"midwest","GOP Hold","Theobald",23.3,76.7,"53.4"
"226","H8NH01152","EDWARDS, EDDIE","REP","NH",1,"O","NH",1,"northeast","Dem Hold","Edwards",45,53.5,"8.5"
"227","H8NH02275","NEGRON, STEVE","REP","NH",2,NA,"NH",2,"northeast","Dem Hold","Negron",42.2,55.5,"13.3"
"228","H8NJ01259","DILKS, PAUL E","REP","NJ",1,"C","NJ",1,"northeast","Dem Hold","Dilks",33.3,64.4,"31.1"
"229","H8NJ02232","GROSSMAN, SETH","REP","NJ",2,"O","NJ",2,"northeast","Dem Pickup","Grossman",45.2,52.9,"7.7"
"230","H8NJ04188","WELLE, JOSH","DEM","NJ",4,"C","NJ",4,"northeast","GOP Hold","Welle",43.1,55.4,"12.3"
"231","H8NJ05136","MCCANN, JOHN JOSEPH MR. JR.","REP","NJ",5,"C","NJ",5,"northeast","Dem Hold","McCann",42.5,56.2,"13.7"
"232","H8NJ08080","MUNIZ, JOHN R","REP","NJ",8,"C","NJ",8,"northeast","Dem Hold","Muniz",18.7,78.1,"59.4"
"233","H8NJ10110","PEZZULLO, RICHARD J.","REP","NJ",6,"C","NJ",6,"northeast","Dem Hold","Pezzullo",36.4,63.6,"27.2"
"234","H8NJ11217","WEBBER, JAY","REP","NJ",11,"O","NJ",11,"northeast","Dem Pickup","Webber",42.1,56.8,"14.7"
"235","H8NJ12108","KIPNIS, DARYL","REP","NJ",12,"C","NJ",12,"northeast","Dem Hold","Kipnis",31.3,68.7,"37.4"
"236","H8NM01372","ARNOLD-JONES, JANICE E","REP","NM",1,"O","NM",1,"west","Dem Hold","Arnold-Jones",36.3,59.1,"22.8"
"237","H8NM02156","HERRELL, STELLA YVETTE","REP","NM",2,"C","NM",2,"west","Dem Pickup","Herrell",49.1,50.9,"1.8"
"238","H8NV02095","KOBLE, CLINT MATTHEW MR.","DEM","NV",2,"C","NV",2,"west","GOP Hold","Koble",41.8,58.2,"16.4"
"239","H8NV04059","HARDY, CRESENT","REP","NV",4,"O","NV",4,"west","Dem Hold","Hardy",43.7,51.9,"8.2"
"240","H8NY01155","GERSHON, PERRY","DEM","NY",1,"C","NY",1,"northeast","GOP Hold","Gershon",47.4,51.5,"4.1"
"241","H8NY02104","GRECHEN SHIRLEY, LIUBOV LIUBA","DEM","NY",2,"C","NY",2,"northeast","GOP Hold","Grechen",46.9,53.1,"6.2"
"242","H8NY03151","DEBONO, DAN","REP","NY",3,"C","NY",3,"northeast","Dem Hold","DeBono",41,59,"18"
"243","H8NY04084","BENNO, AMEER","REP","NY",4,"C","NY",4,"northeast","Dem Hold","Benno",38.7,61.3,"22.6"
"244","H8NY09174","GAYOT, LUTCHI","REP","NY",9,"C","NY",9,"northeast","Dem Hold","Gayot",10.3,89.3,"79"
"245","H8NY10099","LEVIN, NAOMI","REP","NY",10,"C","NY",10,"northeast","Dem Hold","Levin",17.9,82.1,"64.2"
"246","H8NY12145","RABIN, ELIOT MR.","REP","NY",12,"C","NY",12,"northeast","Dem Hold","Rabin",12.1,86.4,"74.3"
"247","H8NY13150","BUTLER, JINEEA THE NEW AM","REP","NY",13,"C","NY",13,"northeast","Dem Hold","Butler",5.4,94.6,"89.2"
"248","H8NY14133","PAPPAS, ANTHONY","REP","NY",14,"C","NY",14,"northeast","Dem Hold","Pappas",13.6,78.2,"64.6"
"249","H8NY18274","O'DONNELL, JAMES D","REP","NY",18,"C","NY",18,"northeast","Dem Hold","O'Donnell",44.5,55.5,"11"
"250","H8NY21245","COBB, TEDRA","DEM","NY",21,"C","NY",21,"northeast","GOP Hold","Cobb",42.4,56.1,"13.7"
"251","H8NY23183","MITRANO, TRACY","DEM","NY",23,"C","NY",23,"northeast","GOP Hold","Mitrano",45.8,54.2,"8.4"
"252","H8NY24090","BALTER, DANA","DEM","NY",24,NA,"NY",24,"northeast","GOP Hold","Balter",47.4,52.6,"5.2"
"253","H8NY25097","MAXWELL, JAMES T. DR","REP","NY",25,"C","NY",25,"northeast","Dem Hold","Maxwell",41,59,"18"
"254","H8NY27176","MCMURRAY, NATHAN DOUGLAS","DEM","NY",27,"O","NY",27,"northeast","GOP Hold","McMurray",48.8,49.1,"0.3"
"255","H8OH01118","PUREVAL, AFTAB","DEM","OH",1,"C","OH",1,"midwest","GOP Hold","Pureval",46.9,51.3,"4.4"
"256","H8OH02124","SCHILLER, JILL","DEM","OH",2,"C","OH",2,"midwest","GOP Hold","Schiller",41.2,57.6,"16.4"
"257","H8OH05150","GALBRAITH, JOHN MICHAEL","DEM","OH",5,"C","OH",5,"midwest","GOP Hold","Galbraith",35.1,62.3,"27.2"
"258","H8OH06133","ROBERTS, SHAWNA","DEM","OH",6,"C","OH",6,"midwest","GOP Hold","Roberts",30.7,69.3,"38.6"
"259","H8OH07123","HARBAUGH, KENNETH","DEM","OH",7,"C","OH",7,"midwest","GOP Hold","Harbaugh",41.3,58.7,"17.4"
"260","H8OH08097","ENOCH, VANESSA L. DR.","DEM","OH",8,"C","OH",8,"midwest","GOP Hold","Enoch",33.4,66.6,"33.2"
"261","H8OH09111","KRAUS, STEVEN WAYNE MR.","REP","OH",9,"C","OH",9,"midwest","Dem Hold","Kraus",32.2,67.8,"35.6"
"262","H8OH10119","GASPER, THERESA","DEM","OH",10,"C","OH",10,"midwest","GOP Hold","Gasper",42.2,55.9,"13.7"
"263","H8OH12297","O'CONNOR, DANIEL JAY","DEM","OH",12,"O","OH",12,"midwest","GOP Hold","O'Connor",47.2,51.4,"4.2"
"264","H8OH13147","DEPIZZO, CHRIS","REP","OH",13,"C","OH",13,"midwest","Dem Hold","DePizzo",39,61,"22"
"265","H8OH14111","RADER, ELIZABETH ANNE","DEM","OH",14,"C","OH",14,"midwest","GOP Hold","Rader",44.8,55.2,"10.4"
"266","H8OH15134","NEAL, RICK","DEM","OH",15,"C","OH",15,"midwest","GOP Hold","Neal",39.7,58.3,"18.6"
"267","H8OH16157","PALMER, SUSAN MORAN","DEM","OH",16,"O","OH",16,"midwest","GOP Hold","Palmer",43.3,56.7,"13.4"
"268","H8OK01173","GILPIN, TIM","DEM","OK",1,"O","OK",1,"south","GOP Hold","Gilpin",40.7,59.3,"18.6"
"269","H8OK02148","NICHOLS, JASON","DEM","OK",2,"C","OK",2,"south","GOP Hold","Nichols",30.1,65,"34.9"
"270","H8OK03047","ROBBINS, FRANKIE LEE","DEM","OK",3,"C","OK",3,"south","GOP Hold","Robbins",26.1,73.9,"47.8"
"271","H8OK04094","BRANNON, MARY","DEM","OK",4,"C","OK",4,"south","GOP Hold","Brannon",33,63.1,"30.1"
"272","H8OR02161","MCLEOD-SKINNER, JAMIE","DEM","OR",2,"C","OR",2,"west","GOP Hold","McLeod-Skinner",39.4,56.3,"16.9"
"273","H8OR03102","HARRISON, THOMAS S IV","REP","OR",3,"C","OR",3,"west","Dem Hold","Harrison",19.9,72.7,"52.8"
"274","H8OR05198","CALLAHAN, MARK ALLEN","REP","OR",5,"C","OR",5,"west","Dem Hold","Callahan",41.9,55.1,"13.2"
"275","H8PA04090","SCOTT, GEORGE","DEM","PA",10,"C","PA",10,"northeast","GOP Hold","Scott",48.7,51.3,"2.6"
"276","H8PA05204","FRIEDENBERG, MARC","DEM","PA",12,"O","PA",12,"northeast","GOP Hold","Friedenberg",34,66,"32"
"277","H8PA05295","KIM, PEARL","REP","PA",5,"C","PA",5,"northeast","Dem Pickup","Kim",34.8,65.2,"30.4"
"278","H8PA07192","MCCAULEY, GREGORY MICHAEL","REP","PA",6,"O","PA",6,"northeast","Dem Pickup","McCauley",41.1,58.9,"17.8"
"279","H8PA08174","WALLACE, HENRY SCOTT","DEM","PA",1,"O","PA",1,"northeast","GOP Hold","Wallace",48.7,51.3,"2.6"
"280","H8PA09065","BOSER, SUSAN","DEM","PA",15,"O","PA",15,"northeast","GOP Hold","Boser",32.2,67.8,"35.6"
"281","H8PA11095","WOLFF, DENNY","DEM","PA",9,"O","PA",9,"northeast","GOP Hold","Wolff",40.3,59.7,"19.4"
"282","H8PA13133","OTTAWAY, BRENT M","DEM","PA",13,"C","PA",13,"northeast","GOP Hold","Ottaway",29.5,70.5,"41"
"283","H8PA14065","BOERIO, BIBIANA","DEM","PA",14,"C","PA",14,"northeast","GOP Pickup","Boerio",42.1,57.9,"15.8"
"284","H8PA15245","NOTHSTEIN, MARTY MR.","REP","PA",7,"O","PA",7,"northeast","Dem Pickup","Nothstein",43.5,53.5,"10"
"285","H8PA15286","DAVID, DAN","REP","PA",4,"O","PA",4,"northeast","Dem Hold","David",36.5,63.5,"27"
"286","H8PA16078","KING, JESSICA","DEM","PA",11,"O","PA",11,"northeast","GOP Hold","King",41,59,"18"
"287","H8PA17050","CHRIN, JOHN R","REP","PA",8,"C","PA",8,"northeast","Dem Hold","Chrin",45.4,54.6,"9.2"
"288","H8SC01124","ARRINGTON, KATHERINE ELIZABETH","REP","SC",1,"C","SC",1,"south","Dem Pickup","Arrington",49.3,50.7,"1.4"
"289","H8SC02106","CARRIGAN, SEAN J MR.","DEM","SC",2,"C","SC",2,"south","GOP Hold","Carrigan",42.5,56.3,"13.8"
"290","H8SC03070","GEREN, MARY SMITH","DEM","SC",3,"C","SC",3,"south","GOP Hold","Geren",31,67.8,"36.8"
"291","H8SC04300","BROWN, BRANDON PENDARVIS","DEM","SC",4,"O","SC",4,"south","GOP Hold","Brown",36.6,59.6,"23"
"292","H8SC05174","PARNELL, ARCHIE","DEM","SC",5,"C","SC",5,"south","GOP Hold","Parnell",41.5,57.1,"15.6"
"293","H8SC06107","GRESSMANN, GERHARD RALF REV","REP","SC",6,"C","SC",6,"south","Dem Hold","Gressmann",28.3,70.2,"41.9"
"294","H8SC07063","WILLIAMS, ROBERT","DEM","SC",7,"C","SC",7,"south","GOP Hold","Williams",40.4,59.6,"19.2"
"295","H8SD01097","BJORKMAN, TIMOTHY W MR.","DEM","SD",0,"O","SD",1,"midwest","GOP Hold","Bjorkman",36,60.3,"24.3"
"296","H8TN01079","OLSEN, MARTIN","DEM","TN",1,"C","TN",1,"south","GOP Hold","Olsen",21,77.1,"56.1"
"297","H8TN02176","HOYOS, RENEE","DEM","TN",2,"O","TN",2,"south","GOP Hold","Hoyos",33.1,65.9,"32.8"
"298","H8TN03208","MITCHELL, DANIELLE DR.","DEM","TN",3,"C","TN",3,"south","GOP Hold","Mitchell",34.5,63.7,"29.2"
"299","H8TN04099","PHILLIPS, MARIAH NICOLE","DEM","TN",4,"C","TN",4,"south","GOP Hold","Phillips",33.6,63.4,"29.8"
"300","H8TN06128","BARLOW, DAWN","DEM","TN",6,"O","TN",6,"south","GOP Hold","Barlow",28.3,69.5,"41.2"
"301","H8TN07068","KANEW, JUSTIN","DEM","TN",7,"O","TN",7,"south","GOP Hold","Kanew",32.1,66.9,"34.8"
"302","H8TN09114","BERGMANN, CHARLOTTE","REP","TN",9,"C","TN",9,"south","Dem Hold","Bergmann",19.2,80,"60.8"
"303","H8TX02067","LITTON, TODD CATLETT","DEM","TX",2,"O","TX",2,"south","GOP Hold","Litton",45.6,52.8,"7.2"
"304","H8TX03099","BURCH, LORIE","DEM","TX",3,"C","TX",3,"south","GOP Hold","Burch",44.3,54.3,"10"
"305","H8TX04162","KRANTZ, CATHERINE","DEM","TX",4,"C","TX",4,"south","GOP Hold","Krantz",23,75.7,"52.7"
"306","H8TX05086","WOOD, DANNY EUGENE JR","DEM","TX",5,"O","TX",5,"south","GOP Hold","Wood",37.6,62.4,"24.8"
"307","H8TX06183","SANCHEZ, JANA LYNNE MS","DEM","TX",6,"O","TX",6,"south","GOP Hold","Sanchez",45.4,53.1,"7.7"
"308","H8TX08080","DAVID, STEVEN","DEM","TX",8,"C","TX",8,"south","GOP Hold","David",24.9,73.4,"48.5"
"309","H8TX10110","SIEGEL, MICHAEL","DEM","TX",10,"C","TX",10,"south","GOP Hold","Siegel",46.8,51.1,"4.3"
"310","H8TX11100","LEEDER, VIRGINIA LOUISE","DEM","TX",21,"C","TX",11,"south","GOP Hold","Leeder",18.4,80.1,"61.7"
"311","H8TX12074","ADIA, VANESSA MICHELLE","DEM","TX",12,"C","TX",12,"south","GOP Hold","Adia",33.9,64.3,"30.4"
"312","H8TX13163","SAGAN, GREGORY T. MR.","DEM","TX",13,"C","TX",13,"south","GOP Hold","Sagan",16.9,81.5,"64.6"
"313","H8TX14120","BELL, ADRIENNE","DEM","TX",14,"C","TX",14,"south","GOP Hold","Bell",39.3,59.2,"19.9"
"314","H8TX17149","KENNEDY, RICHARD","DEM","TX",17,"C","TX",17,"south","GOP Hold","Kennedy",41.3,56.8,"15.5"
"315","H8TX19111","LEVARIO, MIGUEL ANTONIO MR. PHD","DEM","TX",19,"C","TX",19,"south","GOP Hold","Levario",24.8,75.2,"50.4"
"316","H8TX21190","KOPSER, JOSEPH","DEM","TX",21,"O","TX",21,"south","GOP Hold","Kopser",47.6,50.2,"2.6"
"317","H8TX22313","KULKARNI, SRI PRESTON","DEM","TX",22,"C","TX",22,"south","GOP Hold","Kulkarni",46.5,51.4,"4.9"
"318","H8TX23121","JONES, GINA ORTIZ","DEM","TX",23,"C","TX",23,"south","GOP Hold","Ortiz",48.7,49.2,"0.5"
"319","H8TX25159","OLIVER, JULIE LYNN","DEM","TX",25,NA,"TX",25,"south","GOP Hold","Oliver",44.8,53.5,"8.7"
"320","H8TX26124","FAGAN, LINSEY","DEM","TX",26,"C","TX",26,"south","GOP Hold","Fagan",39,59.4,"20.4"
"321","H8TX27056","HOLGUIN, ERIC","DEM","TX",27,"O","TX",27,"south","GOP Hold","Holguin",36.6,60.3,"23.7"
"322","H8TX29094","ARONOFF, PHILLIP ARNOLD","REP","TX",29,"O","TX",29,"south","Dem Hold","Aronoff",23.9,75.1,"51.2"
"323","H8TX31058","HEGAR, MARY JENNINGS MJ","DEM","TX",31,"C","TX",31,"south","GOP Hold","Hegar",47.7,50.6,"2.9"
"324","H8TX33021","BILLUPS, WILLIE KAILAWN","REP","TX",33,"C","TX",33,"south","Dem Hold","Billups",21.9,76.2,"54.3"
"325","H8TX35026","SMALLING, DAVID","REP","TX",35,"C","TX",35,"south","Dem Hold","Smalling",26,71.3,"45.3"
"326","H8TX36024","STEELE, DAYNA MS.","DEM","TX",36,"C","TX",36,"south","GOP Hold","Steele",27.4,72.6,"45.2"
"327","H8UT01158","CASTILLO, LEE MR","DEM","UT",1,"C","UT",1,"west","GOP Hold","Castillo",24.9,61.6,"36.7"
"328","H8UT02255","GHORBANI, SHIREEN SARAH","DEM","UT",2,"C","UT",2,"west","GOP Hold","Ghorbani",38.9,56.1,"17.2"
"329","H8UT03402","SINGER, JAMES COURAGE","DEM","UT",3,"C","UT",3,"west","GOP Hold","Singer",27.3,67.5,"40.2"
"330","H8VA01303","WILLIAMS, LAVANGELENE A","DEM","VA",1,"C","VA",1,"south","GOP Hold","Williams",44.8,55.2,"10.4"
"331","H8VA04026","MCADAMS, RYAN A. MR.","REP","VA",4,"C","VA",4,"south","Dem Hold","McAdams",36,62.6,"26.6"
"332","H8VA05155","COCKBURN, LESLIE","DEM","VA",5,"O","VA",5,"south","GOP Hold","Cockburn",46.7,53.3,"6.6"
"333","H8VA06195","LEWIS, KATHYRN","REP","VA",6,"O","VA",6,"south","GOP Hold","Lewis",40.2,59.8,"19.6"
"334","H8VA08159","OH, THOMAS","REP","VA",8,"C","VA",8,"south","Dem Hold","Oh",23.7,76.3,"52.6"
"335","H8VA09066","FLACCAVENTO, ANTHONY JUDE MR","DEM","VA",9,"C","VA",9,"south","GOP Hold","Flaccavento",34.8,65.2,"30.4"
"336","H8VA11070","DOVE, JEFFERY ANTHONY MR. JR.","REP","VA",11,"C","VA",11,"south","Dem Hold","Dove",27,71.2,"44.2"
"337","H8VT01065","TYNIO, NATASHA ANYA","REP","VT",0,"C","VT",1,"northeast","Dem Hold","Tynio",26,69.2,"43.2"
"338","H8WA01077","BEELER, JEFFREY ALLEN SR","REP","WA",1,"C","WA",1,"west","Dem Hold","Beeler",40.7,59.3,"18.6"
"339","H8WA03198","LONG, CAROLYN N.","DEM","WA",3,"C","WA",3,"west","GOP Hold","Long",47.3,52.7,"5.4"
"340","H8WA04089","BROWN, CHRISTINE CAROL","DEM","WA",4,"C","WA",4,"west","GOP Hold","Brown",37.2,62.8,"25.6"
"341","H8WA05193","BROWN, LISA","DEM","WA",5,"C","WA",5,"west","GOP Hold","Brown",45.2,54.8,"9.6"
"342","H8WA06100","DIGHTMAN, DOUGLAS","REP","WA",6,"C","WA",6,"west","Dem Hold","Dightman",36.1,63.9,"27.8"
"343","H8WA08205","ROSSI, DINO","REP","WA",8,"O","WA",8,"west","Dem Pickup","Rossi",47.6,52.4,"4.8"
"344","H8WA09054","SMITH, SARAH","DEM","WA",9,"C","WA",9,"west","Dem Hold","Smith",32.1,67.9,"67.9"
"345","H8WA10045","BRUMBLES, JOSEPH","REP","WA",10,"C","WA",10,"west","Dem Hold","Brumbles",38.5,61.5,"23"
"346","H8WI01123","BRYCE, RANDY","DEM","WI",1,"O","WI",1,"midwest","GOP Hold","Bryce",42.3,54.6,"12.3"
"347","H8WI03103","TOFT, STEVE","REP","WI",3,"C","WI",3,"midwest","Dem Hold","Toft",40.3,59.7,"19.4"
"348","H8WI05165","PALZEWICZ, TOM","DEM","WI",5,"C","WI",5,"midwest","GOP Hold","Palzewicz",38,62,"24"
"349","H8WI06098","KOHL, DAN","DEM","WI",6,"C","WI",6,"midwest","GOP Hold","Kohl",44.5,55.5,"11"
"350","H8WI07096","ENGEBRETSON, MARGARET RUTH","DEM","WI",7,"C","WI",7,"midwest","GOP Hold","Engebretson",38.5,60.1,"21.6"
"351","H8WI08045","LIEGEOIS, BEAU","DEM","WI",8,"C","WI",8,"midwest","GOP Hold","Liegeois",36.3,63.7,"27.4"
"352","H8WV01075","FERSHEE, KENDRA JEAN HUARD","DEM","WV",1,"C","WV",1,"south","GOP Hold","Fershee",35.4,64.6,"29.2"
"353","H8WV02115","SERGENT, TALLEY","DEM","WV",2,"C","WV",2,"south","GOP Hold","Sergent",42.9,54,"11.1"
"354","H8WV03048","OJEDA, RICHARD NEECE SENATOR II","DEM","WV",3,"O","WV",3,"south","GOP Hold","Ojeda",43.6,56.4,"12.8"
"355","H8WY01062","HUNTER, GREG","DEM","WY",0,"C","WY",1,"west","GOP Hold","Hunter",29.8,63.7,"33.9"
